any,codi_districte,nom_districte,codi_barri,nom_barri,renda_mitjana_eur
2022,8,Nou Barris,46,el Turó de la Peira,15725.0
2022,8,Nou Barris,47,Can Peguera,14582.0
2022,8,Nou Barris,48,la Guineueta,20289.0
2022,8,Nou Barris,49,Canyelles,19593.0
2022,8,Nou Barris,50,les Roquetes,14023.0
2022,8,Nou Barris,51,Verdun,15139.0
2022,8,Nou Barris,52,la Prosperitat,16938.0
2022,8,Nou Barris,53,la Trinitat Nova,13793.0
2022,8,Nou Barris,54,Torre Baró,12819.0
2022,8,Nou Barris,55,Ciutat Meridiana,11796.0
2022,8,Nou Barris,56,Vallbona,13420.0
2022,9,Sant Andreu,57,la Trinitat Vella,13546.0
2022,9,Sant Andreu,58,Baró de Viver,13678.0
2022,9,Sant Andreu,59,el Bon Pastor,16795.0
2022,9,Sant Andreu,60,Sant Andreu,22393.0
2022,9,Sant Andreu,61,la Sagrera,20804.0
2022,9,Sant Andreu,62,el Congrés i els Indians,20848.0
2022,9,Sant Andreu,63,Navas,21373.0
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,22370.0
2022,10,Sant Martí,65,el Clot,22036.0
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,23583.0
2022,10,Sant Martí,67,la Vila Olímpica del Poblenou,32088.0
2022,10,Sant Martí,68,el Poblenou,23771.0
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,25315.0
2022,10,Sant Martí,70,el Besòs i el Maresme,15073.0
2022,10,Sant Martí,71,Provençals del Poblenou,20599.0
2022,10,Sant Martí,72,Sant Martí de Provençals,19696.0
2022,10,Sant Martí,73,la Verneda i la Pau,18177.0
